09.09.2024,Letzter Ferientag,Neues Schuljahr, neues Brain! Wir wünschen dir ein tolles neues Schuljahr. Im Monat September beginnen wir mit den Planzen der Unterwasserwelt.
23.06.2025,Fun Fact,Der Weltrekord im Luftanhalten liegt bei 24 Minuten.
24.06.2025,Quiz,"Quiz: Welches Land hat die meisten olympischen Goldmedaillen im Schwimmen? A: Australien; B: USA; C: China -Antwort: B"
25.06.2025,Tipp,Bevor du einen neuen Wassersport beginnst, lerne die Grundlagen. Zum Glück gibt es in der Nähe genügend Einrichtungen, um zu üben.
26.06.2025,Witz,"Tag des Schokoladenpuddings. Warum erzählen Tiefseetaucher nie Witze? Weil der Druck zu groß ist!"
27.06.2025,Nice to know,"Tag der Ananas. Der höchste, von Kajakfahrern befahrene Wasserfall, betrug etwa 57m."
28.06.2025,Wochenende,"Rezept: Erdbeer-Orangen-Wassereis am Stiel -Zutaten: 500ml Orangensaft, 10 frische Erdbeeren, Löffel/Holzstiel, ausgewaschene Joghurtbecher/Eisform -Zubereitung:  -	Gewaschene und geschnittene Erdbeeren auf die Förmchen verteilen. -	Kleinen Löffel bzw. Stiel reinstecken. -	Mit Orangensaft bis zum Rand auffüllen. -	1-2 Stunden ins Gefrierfach stellen -Genießen!"
29.06.2025,Wochenende,	
30.06.2025,Fun Fact,"Tag der Asteroiden. Der Gentoo-Pinguin, surft gerne auf Wellen, um sich besser fortzubewegen und hat Spaß dabei."
01.07.2025,Fun Fact,Durchschnittlich ist der Ozean 3,8 Kilometer tief
02.07.2025,Quiz,"Was ist das am längsten lebende Wirbeltier mit einer Lebenserwartung von 500 Jahren? A) Grönlandhai B) Schildkröte C) Japanische Riesenkrabbe -Antwort: A"
03.07.2025,Tipp,Filmempfehlung:  Findet Nemo (2003)
04.07.2025,Witz,Wie nennt man eine kleine Welle im Meer? -Mikrowelle
05.07.2025,Nice to know,Der abgelegenste Punkt der Erde ist Point Nemo, er liegt zwischen Neuseeland und Chile. Die Entfernung zur Zivilisation beträgt von dort aus 2688km.
06.07.2025,Wochenende,Bräuche: Im Christentum ist die Taufe mit Wasser ein Symbol für die besondere Gemeinschaft des Getauften mit Jesus Christus
07.07.2025,Wochenende,
08.07.2025,Fun Fact,In Spanien gibt es das „fiesta de agua“, auf Deutsch das Wasserfest.
09.07.2025,Quiz,"Welche der im Meer lebenden Tiere bestehen zu fast 99 Prozent aus Wasser? A) Kraken B) Clownfische C) Quallen -Antwort: C)"
10.07.2025,Tipp,Filmempfehlung:  Titanic (1997)
11.07.2025,Witz,Egal wie viel Sand du hast, am Strand ist Meer
12.07.2025,Nice to know,Am 12. Juli ist der Tag der Einfachheit
13.07.2025,Wochenende,Bräuche:  Als Osterwasser wird Wasser bezeichnet, das in der Osternacht oder am Ostermorgen vor dem Aufgang der Sonne aus einer Quelle, einem Bach oder einem Fluss geschöpft wird, es soll besonders lange haltbar sein uns nicht verfaulen.
14.07.2025,Wochenende,
15.07.2025,Fun Fact,Der Ausdruck Meer stammt von dem althochdeutschen Wort meri (lat. mare), womit ursprünglich ein Sumpf bzw. ein stehendes Gewässer gemeint war
16.07.2025,Quiz,"Etwa 11.030 Meter unter dem Meeresspiegel liegt die tiefste Stelle der Meere. Wie heißt dieser Graben im Pazifischen Ozean? A) Ingeborggraben B) Marianengraben C) Susannengraben -Antwort: B)"
17.07.2025,Tipp,Filmempfehlung: 20.000 Meilen unter dem Meer (1954)
18.07.2025,Witz,Was passiert, wenn ein blauer Schuh ins Meer fällt? – Er wird nass.
19.07.2025,Nice to know,am 18. Juli ist der Tag des Kaviars 
20.07.2025,Wochenende,Im Hinduismus steht das Wasser für die Quelle des Lebens, Reinigung und Regeneration des Körpers und des Geistes.
21.07.2025,Wochenende,
22.07.2025,Fun Fact,Am tiefsten Punkt der Meere beträgt der Wasserdruck 1070bar.
23.07.2025,Quiz,"Im Jahr 1519 sticht ein Schiff in See, dessen Besatzung zum ersten Mal die Welt umsegeln wird. Welcher dieser berühmten Herren war mit an Bord? A) Christoph Columbus B) Ferdinand Magellan C) James Cook -Antwort: B"
24.07.2025,Tipp,Filmempfehlung: Sanctum (2011)
25.07.2025,Witz,Egal wie viel du teilst, Mose teilt Meer
26.07.2025,Nice to know,Heute ist der Tag des Drive In
27.07.2025,Wochenende,Das Biikebrennen ist ein, an der Nordseeküste verbreitetes Volksfest, das jedes Jahr am 21. Februar gefeiert wird. Dabei werden in allen Orten große Feuer entzündet, um den Winter zu verjagen. 
28.07.2025,Wochenende,
29.07.2025,Fun Fact,Der Blauflossen-Thunfisch gilt mit einem Kilogrammpreis von mehr als 6000€ als der teuerste Fisch der Welt.
30.07.2025,Witz,Was ist eine Pizza im Meer? -Die italienische Marine.
31.07.2025,Nice to know,Heute ist der Tag des Rettungsschwimmers 
2025-08-01,Ferien,
2025-08-02,Ferien,
2025-08-03,Ferien,
2025-08-04,Ferien,
2025-08-05,Ferien,
2025-08-06,Ferien,
2025-08-07,Ferien,
2025-08-08,Ferien,
2025-08-09,Ferien,
2025-08-10,Ferien,
2025-08-11,Ferien,
2025-08-12,Ferien,
2025-08-13,Ferien,
2025-08-14,Ferien,
2025-08-15,Ferien,
2025-08-16,Ferien,
2025-08-17,Ferien,
2025-08-18,Ferien,
2025-08-19,Ferien,
2025-08-20,Ferien,
2025-08-21,Ferien,
2025-08-22,Ferien,
2025-08-23,Ferien,
2025-08-24,Ferien,
2025-08-25,Ferien,
2025-08-26,Ferien,
2025-08-27,Ferien,
2025-08-28,Ferien,
2025-08-29,Ferien,
2025-08-30,Ferien,
2025-08-31,Ferien,
2025-09-01,Ferien,
2025-09-02,Ferien,
2025-09-03,Ferien,
2025-09-04,Ferien,
2025-09-05,Ferien,
2025-09-06,Ferien,
2025-09-07,Ferien,
2025-09-08,Ferien,
2025-09-09,Ferien,
2025-09-10,Ferien,
2025-09-11,Ferien,
2025-09-12,Ferien,
2025-09-13,Ferien,
2025-09-14,Ferien,
2025-09-15,Ferien,
